cnr,courtName,stateName,caseType,case_type_name,filing_date,decision_date,duration_days,duration_days_capped,duration_days_log,tier,filing_month,filing_day,filing_dayofweek,is_old_case,is_very_old_case
APHC010481912022,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2022-09-09,2024-01-30,508,508.0,6.2324480165505225,hc,9,9,4,1,0
APHC010484802024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-10-29,2024-11-13,15,15.0,2.772588722239781,hc,10,29,1,0,0
APHC010488042009,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2009-01-22,2024-07-30,5668,5668.0,8.642768014324304,hc,1,22,3,1,1
APHC010550662009,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2009-11-03,2024-01-30,5201,5201.0,8.556798446008596,hc,11,3,1,1,1
APHC010062592009,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2009-07-29,2024-01-02,5270,5270.0,8.569975376855206,hc,7,29,2,1,1
APHC010081202020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-02-24,2024-08-28,1647,1647.0,7.4073177104694174,hc,2,24,0,1,0
APHC010081202020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-02-24,2024-08-28,1647,1647.0,7.4073177104694174,hc,2,24,0,1,0
APHC010083992017,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2017-04-12,2024-12-26,2815,2815.0,7.943072717277933,hc,4,12,2,1,1
APHC010097382023,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2023-02-27,2024-10-23,604,604.0,6.405228458030842,hc,2,27,0,1,0
APHC010318072019,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2019-09-25,2024-12-06,1899,1899.0,7.549609165154532,hc,9,25,2,1,1
APHC010256752009,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2009-01-22,2024-07-30,5668,5668.0,8.642768014324304,hc,1,22,3,1,1
APHC010110792016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-04-18,2024-06-27,2992,2992.0,8.004031507852698,hc,4,18,0,1,1
APHC010343102009,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2005-08-27,2024-08-06,6919,6561.850000000007,8.842171048611716,hc,8,27,5,1,1
APHC010096362016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2015-12-29,2024-05-01,3046,3046.0,8.021912778985708,hc,12,29,1,1,1
APHC010354982024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-08-13,2024-11-19,98,98.0,4.59511985013459,hc,8,13,1,0,0
APHC010292992021,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2021-08-12,2024-05-10,1002,1002.0,6.910750787961936,hc,8,12,3,1,0
APHC010186592008,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2008-05-01,2024-02-13,5766,5766.0,8.659907293615413,hc,5,1,3,1,1
APHC010112932008,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2008-03-25,2024-08-07,5979,5979.0,8.696175846944678,hc,3,25,1,1,1
APHC010102482016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-06-20,2024-07-10,2942,2942.0,7.987184748233473,hc,6,20,0,1,1
APHC010144202016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-08-24,2024-06-27,2864,2864.0,7.96032362914884,hc,8,24,2,1,1
APHC010149362016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-08-29,2024-03-28,2768,2768.0,7.926241523170962,hc,8,29,0,1,1
APHC010169272008,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2008-11-04,2024-01-23,5558,5558.0,8.62317351495347,hc,11,4,1,1,1
APHC010167702016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-01-07,2024-08-30,3158,3158.0,8.058010800802085,hc,1,7,3,1,1
APHC010553272016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-12-26,2024-08-05,2779,2779.0,7.930206206684683,hc,12,26,0,1,1
APHC010202162021,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2021-06-17,2024-05-10,1058,1058.0,6.9650803456014065,hc,6,17,3,1,0
APHC010495962024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-11-06,2024-11-28,22,22.0,3.1354942159291497,hc,11,6,2,0,0
APHC010512232016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-04-07,2024-09-23,3091,3091.0,8.036573409707312,hc,4,7,3,1,1
APHC010202152021,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2021-06-17,2024-05-10,1058,1058.0,6.9650803456014065,hc,6,17,3,1,0
APHC010202142021,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2021-06-17,2024-05-10,1058,1058.0,6.9650803456014065,hc,6,17,3,1,0
APHC010161992015,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2015-12-14,2024-03-04,3003,3003.0,8.007700012884026,hc,12,14,0,1,1
APHC010481432016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-07-18,2024-02-26,2779,2779.0,7.930206206684683,hc,7,18,0,1,1
APHC010006722024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-01-04,2024-09-24,264,264.0,5.579729825986222,hc,1,4,3,0,0
APHC010189652023,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2023-04-18,2024-12-10,602,602.0,6.401917196727186,hc,4,18,1,1,0
APHC010170122024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-04-03,2024-08-29,148,148.0,5.003946305945459,hc,4,3,2,0,0
APHC010160542017,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2017-03-22,2024-10-23,2772,2772.0,7.927685045615778,hc,3,22,2,1,1
APHC010163592020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-06-18,2024-04-26,1408,1408.0,7.25063551189868,hc,6,18,3,1,0
APHC010163592020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-06-18,2024-04-26,1408,1408.0,7.25063551189868,hc,6,18,3,1,0
APHC010007042024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-01-04,2024-08-29,238,238.0,5.476463551931511,hc,1,4,3,0,0
APHC010010902018,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2018-01-03,2024-12-11,2534,2534.0,7.837948916025283,hc,1,3,2,1,1
APHC010174602024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-04-06,2024-07-04,89,89.0,4.499809670330265,hc,4,6,5,0,0
APHC010007012024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-01-04,2024-08-29,238,238.0,5.476463551931511,hc,1,4,3,0,0
APHC010010562015,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2015-06-18,2024-07-08,3308,3308.0,8.104401307921613,hc,6,18,3,1,1
APHC010159092024,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2024-03-28,2024-04-02,5,5.0,1.791759469228055,hc,3,28,3,0,0
APHC010184732017,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2017-02-21,2024-06-24,2680,2680.0,7.893945138235959,hc,2,21,1,1,1
APHC010160962021,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2021-04-20,2024-08-06,1204,1204.0,7.094234845924755,hc,4,20,1,1,0
APHC010151862016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-09-26,2024-05-07,2780,2780.0,7.930565854233965,hc,9,26,0,1,1
APHC010202182021,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2021-06-17,2024-05-10,1058,1058.0,6.9650803456014065,hc,6,17,3,1,0
APHC010203642007,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2007-12-18,2024-02-15,5903,5903.0,8.683385366280309,hc,12,18,1,1,1
APHC010161312015,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2015-02-09,2024-07-05,3434,3434.0,8.14177220465645,hc,2,9,0,1,1
APHC010215572020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-08-17,2024-11-20,1556,1556.0,7.350516171833998,hc,8,17,0,1,0
APHC010215572020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-08-17,2024-11-20,1556,1556.0,7.350516171833998,hc,8,17,0,1,0
APHC010238192017,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2017-04-13,2024-12-30,2818,2818.0,7.9441374911141125,hc,4,13,3,1,1
APHC010027952017,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2017-01-17,2024-10-16,2829,2829.0,7.948031990637284,hc,1,17,1,1,1
APHC010043792020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-02-03,2024-03-06,1493,1493.0,7.309212365692763,hc,2,3,0,1,0
APHC010043792020,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2020-02-03,2024-03-06,1493,1493.0,7.309212365692763,hc,2,3,0,1,0
APHC010028032017,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2017-03-08,2024-03-15,2564,2564.0,7.84971375760487,hc,3,8,2,1,1
APHC010053412008,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2007-10-05,2024-03-05,5996,5996.0,8.69901462316851,hc,10,5,4,1,1
APHC010230812016,"High Court, Andhra Pradesh",Andhra Pradesh,CRL_A,Criminal Appeal,2016-12-19,2024-04-30,2689,2689.0,7.897296472595885,hc,12,19,0,1,1
APHC010011712008,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2006-11-18,2024-03-16,6328,6328.0,8.752897524775305,hc,11,18,5,1,1
APHC010096662008,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2008-07-10,2024-09-14,5910,5910.0,8.684570300824369,hc,7,10,3,1,1
APHC010121942009,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2009-08-24,2024-12-14,5591,5591.0,8.629092283913646,hc,8,24,0,1,1
APHC010122042008,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2006-04-26,2024-09-14,6716,6561.850000000007,8.812396905266864,hc,4,26,2,1,1
APHC010103322017,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2017-09-21,2024-12-05,2632,2632.0,7.87587915949631,hc,9,21,3,1,1
APHC010381422007,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-01-17,2024-03-16,6268,6268.0,8.743372131273969,hc,1,17,2,1,1
APHC010029812006,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2005-10-31,2024-09-11,6890,6561.850000000007,8.837971491357209,hc,10,31,0,1,1
APHC010107252016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-09-06,2024-06-24,2848,2848.0,7.954723334497908,hc,9,6,1,1,1
APHC010284542007,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-03-16,2024-07-15,6331,6331.0,8.753371421000903,hc,3,16,4,1,1
APHC010284502008,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,1998-02-09,2024-06-29,9637,6561.850000000007,9.173468897200278,hc,2,9,0,1,1
APHC010262392010,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2010-12-08,2024-06-29,4952,4952.0,8.507748732588238,hc,12,8,2,1,1
APHC010321882009,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2008-09-30,2024-09-14,5828,5828.0,8.67060073804555,hc,9,30,1,1,1
APHC010433182019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-12-19,2024-12-31,1839,1839.0,7.517520850603031,hc,12,19,3,1,1
APHC010023352012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2011-04-29,2024-02-06,4666,4666.0,8.448271745949816,hc,4,29,4,1,1
APHC010024512016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2011-12-23,2024-10-28,4693,4693.0,8.454040376410969,hc,12,23,4,1,1
APHC010021052012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2010-02-05,2024-09-14,5335,5335.0,8.58223158759546,hc,2,5,4,1,1
APHC010021052017,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2017-04-06,2024-12-14,2809,2809.0,7.940939762327791,hc,4,6,3,1,1
APHC010015502017,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2017-04-17,2024-12-14,2798,2798.0,7.937017489515453,hc,4,17,0,1,1
APHC010490162012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2011-07-26,2024-02-16,4588,4588.0,8.431417414394833,hc,7,26,1,1,1
APHC010509452012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2006-01-06,2024-06-25,6745,6561.850000000007,8.816705015621595,hc,1,6,4,1,1
APHC010598512012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-11-13,2024-01-05,5897,5897.0,8.682368589375221,hc,11,13,1,1,1
APHC010504662016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2015-09-29,2024-08-14,3242,3242.0,8.084254106307318,hc,9,29,1,1,1
APHC010593112012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2012-03-30,2024-06-29,4474,4474.0,8.406261630708956,hc,3,30,4,1,1
APHC010598782012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2012-08-03,2024-01-03,4170,4170.0,8.335911094196945,hc,8,3,4,1,1
APHC010261742007,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-03-28,2024-06-29,6303,6303.0,8.748939631537715,hc,3,28,2,1,1
APHC010280452017,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2017-02-10,2024-03-16,2591,2591.0,7.860185057472165,hc,2,10,4,1,1
APHC010290732016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2015-12-26,2024-11-14,3246,3246.0,8.085486772102845,hc,12,26,5,1,1
APHC010347172020,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2020-12-04,2024-08-20,1355,1355.0,7.212294468500341,hc,12,4,4,1,0
APHC010347172020,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2020-12-04,2024-08-20,1355,1355.0,7.212294468500341,hc,12,4,4,1,0
APHC010309012019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-09-20,2024-03-16,1639,1639.0,7.402451520818244,hc,9,20,4,1,1
APHC010310292024,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2024-07-19,2024-09-14,57,57.0,4.060443010546419,hc,7,19,4,0,0
APHC010310312024,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2024-07-19,2024-09-14,57,57.0,4.060443010546419,hc,7,19,4,0,0
APHC010312182020,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2020-11-05,2024-08-20,1384,1384.0,7.233455418621439,hc,11,5,3,1,0
APHC010312182020,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2020-11-05,2024-08-20,1384,1384.0,7.233455418621439,hc,11,5,3,1,0
APHC010290172019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-09-09,2024-12-14,1923,1923.0,7.562161631225652,hc,9,9,0,1,1
APHC010309862020,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2020-11-04,2024-08-20,1385,1385.0,7.234177179749849,hc,11,4,2,1,0
APHC010309862020,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2020-11-04,2024-08-20,1385,1385.0,7.234177179749849,hc,11,4,2,1,0
APHC010343922019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-10-18,2024-09-26,1805,1805.0,7.498869733976931,hc,10,18,4,1,1
APHC010343912019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-10-18,2024-09-26,1805,1805.0,7.498869733976931,hc,10,18,4,1,1
APHC010377062023,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2023-07-31,2024-06-29,334,334.0,5.814130531825066,hc,7,31,0,1,0
APHC010373282007,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-11-14,2024-12-14,6240,6240.0,8.738895704934043,hc,11,14,2,1,1
APHC010381022007,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-03-01,2024-06-29,6330,6330.0,8.753213480544126,hc,3,1,3,1,1
APHC010120282009,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2008-09-19,2024-12-14,5930,5930.0,8.687948111838727,hc,9,19,4,1,1
APHC010153022016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-09-06,2024-05-06,2799,2799.0,7.937374696163295,hc,9,6,1,1,1
APHC010151952023,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2023-03-27,2024-06-29,460,460.0,6.133398042996649,hc,3,27,0,1,0
APHC010006062017,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2017-09-12,2024-10-28,2603,2603.0,7.86480400332846,hc,9,12,1,1,1
APHC010008792009,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2008-07-30,2024-09-14,5890,5890.0,8.681181041521688,hc,7,30,2,1,1
APHC010013702017,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2017-09-11,2024-09-14,2560,2560.0,7.848153086199526,hc,9,11,0,1,1
APHC010019092013,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2009-06-11,2024-10-04,5594,5594.0,8.629628620746026,hc,6,11,3,1,1
APHC010032202019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-02-11,2024-12-14,2133,2133.0,7.665753431861699,hc,2,11,0,1,1
APHC010013722009,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2009-02-02,2024-12-14,5794,5794.0,8.664750755773852,hc,2,2,0,1,1
APHC010002492012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2006-12-29,2024-01-03,6214,6214.0,8.734721003944811,hc,12,29,4,1,1
APHC010017832008,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-11-07,2024-07-10,6090,6090.0,8.714567550836485,hc,11,7,2,1,1
APHC010034622016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-06-01,2024-01-30,2799,2799.0,7.937374696163295,hc,6,1,2,1,1
APHC010027852013,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2013-02-25,2024-02-15,4007,4007.0,8.2960476427647,hc,2,25,0,1,1
APHC010028062016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-04-18,2024-05-10,2944,2944.0,7.987864096085687,hc,4,18,0,1,1
APHC010056122016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2013-04-29,2024-03-14,3972,3972.0,8.287276755814599,hc,4,29,0,1,1
APHC010038712012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2006-09-15,2024-12-14,6665,6561.850000000007,8.804775258867686,hc,9,15,4,1,1
APHC010051992010,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2010-03-23,2024-12-14,5380,5380.0,8.59062950948942,hc,3,23,1,1,1
APHC010104942022,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2022-03-08,2024-06-29,844,844.0,6.739336627357174,hc,3,8,1,1,0
APHC010120562021,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2021-03-20,2024-03-16,1092,1092.0,6.996681488176539,hc,3,20,5,1,0
APHC010114102006,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2006-06-07,2024-06-29,6597,6561.850000000007,8.794521851788527,hc,6,7,2,1,1
APHC010058822021,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2021-02-11,2024-03-18,1131,1131.0,7.0317412587631285,hc,2,11,3,1,0
APHC010087132016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-08-24,2024-05-07,2813,2813.0,7.942362237674335,hc,8,24,2,1,1
APHC010086022019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-03-19,2024-06-29,1929,1929.0,7.5652752818989315,hc,3,19,1,1,1
APHC010374982012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2012-10-16,2024-02-07,4131,4131.0,8.326516830239528,hc,10,16,1,1,1
APHC010127102023,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2023-03-15,2024-12-27,653,653.0,6.483107351457199,hc,3,15,2,1,0
APHC010156102019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-06-01,2024-03-16,1750,1750.0,7.467942332285852,hc,6,1,5,1,1
APHC010826632016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-01-05,2024-08-06,3136,3136.0,8.051022208190679,hc,1,5,1,1,1
APHC010194472016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-12-22,2024-05-10,2696,2696.0,7.89989532313973,hc,12,22,3,1,1
APHC010183292016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-03-31,2024-02-01,2863,2863.0,7.9599745280805365,hc,3,31,3,1,1
APHC010163882008,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2008-03-25,2024-09-14,6017,6017.0,8.70251025718999,hc,3,25,1,1,1
APHC010181822019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-06-24,2024-12-14,2000,2000.0,7.601402334583733,hc,6,24,0,1,1
APHC010407922007,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-07-12,2024-06-29,6197,6197.0,8.731981938347694,hc,7,12,3,1,1
APHC010387342007,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2007-02-28,2024-09-14,6408,6408.0,8.765458531504226,hc,2,28,2,1,1
APHC010442122022,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2022-08-24,2024-03-16,570,570.0,6.3473892096560105,hc,8,24,2,1,0
APHC010449172024,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2024-10-04,2024-10-25,21,21.0,3.091042453358316,hc,10,4,4,0,0
APHC010449162024,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2024-10-04,2024-12-12,69,69.0,4.248495242049359,hc,10,4,4,0,0
APHC010546322012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2008-10-18,2024-12-14,5901,5901.0,8.683046555502886,hc,10,18,5,1,1
APHC010564282012,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2009-04-29,2024-01-03,5362,5362.0,8.587278798982926,hc,4,29,2,1,1
APHC010404202019,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2019-11-29,2024-03-18,1571,1571.0,7.360103972989152,hc,11,29,4,1,1
APHC010825072016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-02-09,2024-12-14,3231,3231.0,8.080856419640986,hc,2,9,1,1,1
APHC010862022016,"High Court, Andhra Pradesh",Andhra Pradesh,MACA,Motor Accident Claims Appeal,2016-03-02,2024-05-02,2983,2983.0,8.001019961323651,hc,3,2,2,1,1
