case_id,case_type,domain,sub_category,state,district,intensity_level,mediation_willingness,settlement_possibility,legal_complexity,time_to_resolve_days,financial_impact,number_of_parties,eligibility_score,mediation_eligible
CASE00206,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Delhi,East Delhi,Medium,3,6,8,211,10,6,21.6,No
CASE00207,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Haryana,Panipat,Low,10,4,4,131,7,6,70,Yes
CASE00208,Labour & Employment Disputes,Labour Law,Compensation-Accident,Madhya Pradesh,Sagar,Medium,3,3,5,222,3,3,45,Conditional
CASE00209,Environmental Law,Criminal Law,Environment-Forest,Rajasthan,Bikaner,High,1,6,6,134,7,5,6.51,No
CASE00210,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Uttar Pradesh,Lucknow,High,2,10,4,196,6,3,8.28,No
CASE00211,Intellectual Property,Civil Law,Design,Karnataka,Mangalore,Low,10,9,5,178,10,3,100,Yes
CASE00212,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Kerala,Alappuzha,Low,9,10,9,81,2,4,66,Yes
CASE00213,Civil Suits,Civil Law,Torts-Motor Accident,Karnataka,Davangere,Medium,10,3,5,165,4,2,87.36,Yes
CASE00214,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Delhi,Central Delhi,Medium,7,3,3,318,3,5,59.4,Conditional
CASE00215,Motor Accident Claims,Civil Law,Torts-Motor Accident,Assam,Jorhat,Low,2,5,3,270,7,3,66,Yes
CASE00216,Criminal Appeals,Criminal Law,IPC-Cheating,Tamil Nadu,Tirunelveli,Medium,9,3,9,55,1,5,39.14,No
CASE00217,Bail Applications,Criminal Law,IPC-Murder,Maharashtra,Solapur,Low,4,9,8,66,4,4,36.75,No
CASE00218,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Rajasthan,Jodhpur,Medium,8,8,9,339,1,6,14.88,No
CASE00219,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Uttar Pradesh,Agra,Low,8,10,3,397,9,6,62.56,Yes
CASE00220,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Assam,Silchar,Low,3,10,7,197,10,6,52,Conditional
CASE00221,Property Disputes,Property Law,Housing-Society,Madhya Pradesh,Ujjain,Medium,8,8,8,239,10,5,50,Conditional
CASE00222,Labour & Employment Disputes,Labour Law,Service-Promotion,Bihar,Gaya,Medium,3,5,6,157,3,5,40.48,Conditional
CASE00223,Consumer Protection,Consumer Law,Products-Electronic,Kerala,Thrissur,Low,1,5,8,392,8,5,55,Conditional
CASE00224,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Rajasthan,Jaipur,Medium,6,1,3,172,7,6,41.85,Conditional
CASE00225,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Maharashtra,Aurangabad,Medium,7,1,3,390,2,3,53.55,Conditional
CASE00226,Motor Accident Claims,Civil Law,Torts-Motor Accident,Tamil Nadu,Madurai,Medium,8,3,8,269,6,3,64.89,Yes
CASE00227,Consumer Protection,Consumer Law,Products-Vehicles,Delhi,Central Delhi,Medium,1,7,6,203,3,3,46.44,Conditional
CASE00228,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,East Delhi,Medium,1,3,7,35,8,5,56.16,Conditional
CASE00229,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Kerala,Thrissur,Medium,4,2,4,46,5,6,36.3,No
CASE00230,Consumer Protection,Consumer Law,Services-Travel,Uttar Pradesh,Varanasi,Medium,9,4,4,140,9,5,61.64,Yes
CASE00231,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Haryana,Panipat,Low,3,10,4,130,9,2,49,Conditional
CASE00232,Environmental Law,Criminal Law,Environment-Forest,Haryana,Ambala,Medium,10,1,5,144,9,6,58,Conditional
CASE00233,Criminal Appeals,Criminal Law,IPC-Cheating,West Bengal,Hooghly,Medium,10,5,5,172,6,4,50,Conditional
CASE00234,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Punjab,Jalandhar,Low,9,8,4,126,1,4,50,Conditional
CASE00235,Writ Petitions,Constitutional Law,Writ-Prohibition,Karnataka,Gulbarga,Low,8,3,6,347,8,3,44.72,Conditional
CASE00236,Intellectual Property,Civil Law,Copyright,Rajasthan,Kota,Medium,6,3,3,267,9,6,62.31,Yes
CASE00237,Consumer Protection,Consumer Law,Products-Vehicles,Karnataka,Davangere,Medium,3,2,9,396,8,3,40.56,Conditional
CASE00238,Civil Suits,Civil Law,Contract-Breach,Kerala,Thrissur,Low,10,7,4,305,6,4,100,Yes
CASE00239,Consumer Protection,Consumer Law,Products-Electronic,Bihar,Gaya,Medium,5,9,3,299,7,6,57.2,Conditional
CASE00240,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 19,Maharashtra,Aurangabad,Medium,5,7,4,208,8,5,21,No
CASE00241,Motor Accident Claims,Civil Law,Torts-Motor Accident,Maharashtra,Mumbai,Low,7,10,7,56,4,2,93.45,Yes
CASE00242,Banking & Debt Recovery,Corporate Law,Insolvency,Karnataka,Gulbarga,Medium,10,10,6,176,2,3,62.4,Yes
CASE00243,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Kerala,Kozhikode,Low,4,3,8,284,7,3,41.8,Conditional
CASE00244,Consumer Protection,Consumer Law,Products-Electronic,Kerala,Alappuzha,Medium,6,3,7,356,8,4,66,Yes
CASE00245,Banking & Debt Recovery,Corporate Law,Insolvency,Uttar Pradesh,Noida,Low,2,3,9,230,7,5,37.72,No
CASE00246,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Haryana,Panipat,Medium,1,9,6,296,5,3,26,No
CASE00247,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Assam,Jorhat,Medium,1,5,4,150,9,3,32,No
CASE00248,Banking & Debt Recovery,Corporate Law,Insolvency,Haryana,Panipat,Medium,6,2,3,199,9,5,52,Conditional
CASE00249,Family Disputes,Family Law,Child Custody-Physical,Maharashtra,Navi Mumbai,Medium,3,2,5,109,3,5,67.2,Yes
CASE00250,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Assam,Tinsukia,Medium,2,6,5,107,4,6,41,Conditional
CASE00251,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Rajasthan,Jaipur,High,7,4,6,136,7,4,5.58,No
CASE00252,Cyber Crime & IT Act,Criminal Law,IPC-Cheating,Madhya Pradesh,Sagar,Medium,2,4,5,115,8,3,26,No
CASE00253,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Tamil Nadu,Salem,Low,1,8,9,127,8,4,13.39,No
CASE00254,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Madhya Pradesh,Jabalpur,High,3,3,9,83,1,4,0,No
CASE00255,Banking & Debt Recovery,Corporate Law,Insolvency,Punjab,Patiala,Medium,6,1,7,359,4,6,49,Conditional
CASE00256,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,Haryana,Gurugram,Medium,3,5,9,271,4,4,24,No
CASE00257,Real Estate & RERA,Property Law,Lease-Residential,Gujarat,Jamnagar,Medium,7,5,3,103,2,6,64,Yes
CASE00258,Bail Applications,Criminal Law,IPC-Hurt,Tamil Nadu,Tirunelveli,High,8,1,5,334,10,5,29.87,No
CASE00259,Immigration & Passport Matters,Administrative Law,Service-Transfer,Madhya Pradesh,Bhopal,Low,10,6,6,283,5,6,85,Yes
CASE00260,Writ Petitions,Constitutional Law,Writ-Certiorari,Karnataka,Belgaum,High,8,10,9,30,2,5,0,No
CASE00261,Immigration & Passport Matters,Administrative Law,Service-Transfer,Maharashtra,Solapur,High,1,4,3,324,3,6,17.85,No
CASE00262,Writ Petitions,Constitutional Law,Writ-Certiorari,Rajasthan,Jodhpur,High,3,9,6,306,4,5,0,No
CASE00263,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Uttar Pradesh,Agra,High,5,6,3,79,3,4,0,No
CASE00264,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Assam,Jorhat,Medium,6,1,4,120,1,2,26,No
CASE00265,Intellectual Property,Civil Law,Trade Mark,Assam,Nagaon,Medium,3,10,8,98,10,6,47,Conditional
CASE00266,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Kerala,Kollam,High,7,2,4,147,4,3,28.6,No
CASE00267,Bail Applications,Criminal Law,IPC-Murder,Haryana,Hisar,Medium,1,4,6,228,2,4,24,No
CASE00268,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Gujarat,Jamnagar,High,5,3,9,53,6,6,14,No
CASE00269,Insurance Claims,Consumer Law,Torts-Motor Accident,Karnataka,Hubli,Medium,5,1,4,232,4,5,58.24,Conditional
CASE00270,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Madhya Pradesh,Sagar,Low,4,3,9,33,3,5,32,No
CASE00271,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Haryana,Rohtak,Medium,4,10,9,263,4,3,28,No
CASE00272,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Gujarat,Vadodara,High,3,5,5,86,8,4,24,No
CASE00273,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Gujarat,Jamnagar,Low,7,6,6,99,9,5,39,No
CASE00274,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,West Bengal,Hooghly,High,5,5,4,163,1,6,3,No
CASE00275,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Delhi,Central Delhi,High,2,4,6,345,2,2,11.88,No
CASE00276,Bail Applications,Criminal Law,IPC-Assault,Rajasthan,Jodhpur,Medium,6,7,6,126,10,6,39.06,No
CASE00277,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Delhi,North Delhi,Medium,1,6,6,171,7,4,34.56,No
CASE00278,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Haryana,Gurugram,Low,2,9,9,342,2,4,39,No
CASE00279,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Delhi,New Delhi,High,7,9,6,347,4,3,25.92,No
CASE00280,Criminal Appeals,Criminal Law,IPC-Hurt,Uttar Pradesh,Varanasi,Low,6,8,8,372,8,4,40.48,Conditional
CASE00281,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,West Bengal,Durgapur,Medium,9,8,7,210,10,2,49,Conditional
CASE00282,Property Disputes,Property Law,Land-Boundary,Haryana,Gurugram,Medium,10,10,3,94,9,3,74,Yes
CASE00283,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Assam,Guwahati,Medium,8,5,7,375,10,2,58,Conditional
CASE00284,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Rajasthan,Udaipur,Low,7,2,6,229,8,6,59.52,Conditional
CASE00285,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Karnataka,Gulbarga,Medium,9,1,5,123,6,2,61.36,Yes
CASE00286,Criminal Appeals,Criminal Law,IPC-Cheating,Maharashtra,Aurangabad,Medium,6,4,8,180,9,5,34.65,No
CASE00287,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Rajasthan,Udaipur,High,9,5,6,295,4,5,10.23,No
CASE00288,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Maharashtra,Navi Mumbai,Medium,8,2,4,383,3,6,47.25,Conditional
CASE00289,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Kerala,Kozhikode,Medium,6,8,7,98,7,5,60.5,Yes
CASE00290,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Haryana,Faridabad,High,8,2,3,76,5,6,28,No
CASE00291,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Haryana,Ambala,High,10,8,9,229,4,3,25,No
CASE00292,Family Disputes,Family Law,Inheritance-Intestate,Assam,Jorhat,High,8,8,8,158,8,4,40,Conditional
CASE00293,Immigration & Passport Matters,Administrative Law,Licensing,Uttar Pradesh,Lucknow,Medium,6,3,5,326,9,6,51.52,Conditional
CASE00294,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Uttar Pradesh,Varanasi,Low,1,2,6,57,2,5,37.72,No
CASE00295,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,Tamil Nadu,Salem,High,2,9,7,258,2,4,20.6,No
CASE00296,Banking & Debt Recovery,Corporate Law,Insolvency,Madhya Pradesh,Indore,Medium,2,1,3,36,6,5,36,No
CASE00297,Labour & Employment Disputes,Labour Law,Industrial-Layoff,Kerala,Thiruvananthapuram,High,8,10,8,147,7,2,28.6,No
CASE00298,Immigration & Passport Matters,Administrative Law,Service-Transfer,Maharashtra,Amravati,Low,4,9,6,318,7,2,69.3,Yes
CASE00299,Consumer Protection,Consumer Law,Practices-E-commerce,Maharashtra,Nashik,Low,7,6,4,119,10,3,80.85,Yes
CASE00300,Writ Petitions,Constitutional Law,Writ-Mandamus,Haryana,Rohtak,Low,3,8,8,314,1,4,18,No
CASE00301,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Maharashtra,Amravati,Medium,8,9,3,113,7,4,46.2,Conditional
CASE00302,Family Disputes,Family Law,Child Custody-Physical,Bihar,Munger,Low,10,3,3,290,1,3,83.6,Yes
CASE00303,Banking & Debt Recovery,Corporate Law,Contract-Breach,West Bengal,Howrah,Medium,8,6,6,186,2,6,56,Conditional
CASE00304,Medical Negligence,Civil Law,Services-Health,Maharashtra,Pune,Medium,1,7,4,146,9,3,50.4,Conditional
CASE00305,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Delhi,Central Delhi,Medium,5,5,4,82,8,4,54,Conditional
CASE00306,Consumer Protection,Consumer Law,Products-Vehicles,West Bengal,Durgapur,Medium,8,7,3,164,7,4,74,Yes
CASE00307,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Punjab,Jalandhar,Medium,10,2,8,91,4,3,40,Conditional
CASE00308,Real Estate & RERA,Property Law,Lease-Commercial,West Bengal,Kolkata,Medium,2,1,5,120,8,2,48,Conditional
CASE00309,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Karnataka,Davangere,Low,2,8,8,395,4,6,29.12,No
CASE00310,Writ Petitions,Constitutional Law,Writ-Prohibition,West Bengal,Kolkata,High,9,6,5,277,10,3,13,No
CASE00311,Medical Negligence,Civil Law,Services-Health,Delhi,East Delhi,Low,9,6,3,167,1,5,93.96,Yes
CASE00312,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Punjab,Patiala,Low,4,8,3,149,6,3,60,Yes
CASE00313,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Rajasthan,Jodhpur,High,8,2,3,54,1,4,24.18,No
CASE00314,Insurance Claims,Consumer Law,Services-Insurance,Karnataka,Mangalore,Medium,6,6,8,52,2,2,48.88,Conditional
CASE00315,Civil Suits,Civil Law,Torts-Motor Accident,Karnataka,Bangalore,Medium,1,6,5,146,1,5,57.2,Conditional
CASE00316,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Madhya Pradesh,Ujjain,Medium,2,7,5,116,7,5,39,No
CASE00317,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Kerala,Kollam,Medium,5,10,9,101,10,4,24.2,No
CASE00318,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,West Bengal,Kolkata,Medium,10,3,6,354,2,6,32,No
CASE00319,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Punjab,Chandigarh,Medium,7,10,9,153,5,4,34,No
CASE00320,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Assam,Jorhat,Medium,4,3,9,150,4,6,22,No
CASE00321,Real Estate & RERA,Property Law,Housing-Society,Madhya Pradesh,Gwalior,High,3,6,9,73,4,4,18,No
CASE00322,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Rajasthan,Ajmer,Medium,4,3,7,31,6,5,32.55,No
CASE00323,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Gujarat,Surat,Medium,8,4,7,117,7,3,50,Conditional
CASE00324,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Uttar Pradesh,Ghaziabad,Medium,4,9,5,285,2,2,36.8,No
CASE00325,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Kerala,Thrissur,Low,8,3,4,255,1,6,72.6,Yes
CASE00326,Intellectual Property,Civil Law,Design,Gujarat,Jamnagar,Medium,3,3,3,190,6,4,59,Conditional
CASE00327,Medical Negligence,Civil Law,Torts-Medical Negligence,West Bengal,Asansol,High,9,6,8,319,2,2,41,Conditional
CASE00328,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Karnataka,Belgaum,Low,1,5,8,102,5,5,38.48,No
CASE00329,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Rajasthan,Kota,Low,8,6,9,340,7,4,22.32,No
CASE00330,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Gujarat,Jamnagar,Medium,2,10,8,122,4,3,21,No
CASE00331,Medical Negligence,Civil Law,Torts-Medical Negligence,Karnataka,Gulbarga,High,3,8,9,261,2,2,30.16,No
CASE00332,Insurance Claims,Consumer Law,Services-Insurance,Madhya Pradesh,Gwalior,Medium,10,10,5,265,7,2,79,Yes
CASE00333,Labour & Employment Disputes,Labour Law,Industrial-Retrenchment,Gujarat,Bhavnagar,Medium,4,10,5,278,6,3,48,Conditional
CASE00334,Consumer Protection,Consumer Law,Services-Health,Gujarat,Surat,Low,5,4,7,195,8,4,80,Yes
CASE00335,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Delhi,South Delhi,Low,6,3,6,45,1,6,39.96,No
CASE00336,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Kerala,Kochi,High,6,3,5,204,5,5,28.6,No
CASE00337,Intellectual Property,Civil Law,Trade Mark,Bihar,Munger,Low,3,5,3,368,2,2,63.36,Yes
CASE00338,Motor Accident Claims,Civil Law,Torts-Motor Accident,Karnataka,Mangalore,Medium,6,8,9,174,7,6,60.32,Yes
CASE00339,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Rajasthan,Jodhpur,Low,8,5,5,103,9,5,64.17,Yes
CASE00340,Property Disputes,Property Law,Land-Encroachment,Uttar Pradesh,Ghaziabad,Medium,4,10,9,225,8,5,33.12,No
CASE00341,Environmental Law,Criminal Law,Environment-Pollution,Haryana,Ambala,Medium,9,1,6,371,10,2,49,Conditional
CASE00342,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Delhi,Central Delhi,Medium,3,4,5,57,4,2,39.96,No
CASE00343,Real Estate & RERA,Property Law,Lease-Residential,Gujarat,Surat,Low,2,4,3,252,7,6,66,Yes
CASE00344,Immigration & Passport Matters,Administrative Law,Licensing,Assam,Guwahati,Medium,9,5,5,89,5,6,58,Conditional
CASE00345,Consumer Protection,Consumer Law,Services-Health,Gujarat,Ahmedabad,Low,2,10,3,165,3,5,70,Yes
CASE00346,Property Disputes,Property Law,Land-Title,Maharashtra,Amravati,Low,6,7,6,235,6,5,72.45,Yes
CASE00347,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Madhya Pradesh,Gwalior,Low,5,2,4,381,9,3,65,Yes
CASE00348,Bail Applications,Criminal Law,IPC-Murder,Bihar,Bhagalpur,Low,6,3,7,322,6,3,53.68,Conditional
CASE00349,Insurance Claims,Consumer Law,Services-Insurance,Maharashtra,Solapur,Low,7,4,9,393,10,4,65.1,Yes
CASE00350,Real Estate & RERA,Property Law,Housing-Society,Maharashtra,Navi Mumbai,Medium,6,10,9,158,4,2,39.9,No
CASE00351,Family Disputes,Family Law,Child Custody-Legal,Tamil Nadu,Coimbatore,High,6,2,6,66,4,4,56.65,Conditional
CASE00352,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,Haryana,Rohtak,High,8,5,4,276,9,5,37,No
CASE00353,Civil Suits,Civil Law,Torts-Motor Accident,Haryana,Faridabad,Medium,3,7,6,262,8,2,60,Yes
CASE00354,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Tamil Nadu,Tiruchirappalli,Low,2,2,7,87,7,2,54.59,Conditional
CASE00355,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Rajasthan,Udaipur,Medium,2,6,5,46,4,6,28.83,No
CASE00356,Motor Accident Claims,Civil Law,Torts-Motor Accident,Uttar Pradesh,Agra,High,10,3,8,363,4,4,36.8,No
CASE00357,Bail Applications,Criminal Law,IPC-Murder,Punjab,Patiala,Medium,2,5,4,132,10,6,29,No
CASE00358,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Madhya Pradesh,Bhopal,Low,1,10,9,42,9,5,8,No
CASE00359,Bail Applications,Criminal Law,IPC-Assault,Rajasthan,Jodhpur,Medium,5,2,5,157,1,5,39.99,No
CASE00360,Immigration & Passport Matters,Administrative Law,Licensing,Maharashtra,Thane,Medium,1,3,3,132,1,4,36.75,No
CASE00361,Civil Suits,Civil Law,Contract-Breach,Bihar,Darbhanga,Medium,5,7,6,347,10,6,55.44,Conditional
CASE00362,Writ Petitions,Constitutional Law,Writ-Prohibition,Assam,Jorhat,Medium,1,10,5,306,3,6,13,No
CASE00363,Bail Applications,Criminal Law,IPC-Assault,Gujarat,Bhavnagar,Low,2,2,7,68,10,2,50,Conditional
CASE00364,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Tamil Nadu,Vellore,Medium,3,3,6,344,7,5,39.14,No
CASE00365,Medical Negligence,Civil Law,Torts-Medical Negligence,Assam,Jorhat,Medium,10,4,4,132,8,6,85,Yes
CASE00366,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,West Delhi,Medium,6,4,5,31,3,5,77.76,Yes
CASE00367,Environmental Law,Criminal Law,Environment-Forest,Madhya Pradesh,Jabalpur,Medium,6,10,9,120,1,3,27,No
CASE00368,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Tamil Nadu,Chennai,Medium,1,1,4,45,10,5,7.21,No
CASE00369,Labour & Employment Disputes,Labour Law,Service-Promotion,Punjab,Bathinda,Low,8,10,5,223,2,3,80,Yes
CASE00370,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Punjab,Chandigarh,Medium,9,2,5,93,4,6,57,Conditional
CASE00371,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Tamil Nadu,Vellore,Medium,5,1,9,274,9,2,27.81,No
CASE00372,Criminal Appeals,Criminal Law,IPC-Hurt,Bihar,Munger,Medium,10,4,4,88,1,5,51.04,Conditional
CASE00373,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Assam,Guwahati,Medium,2,1,9,47,5,6,18,No
CASE00374,Medical Negligence,Civil Law,Torts-Medical Negligence,Karnataka,Davangere,Medium,4,5,3,59,5,2,66.56,Yes
CASE00375,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,West Bengal,Kolkata,Medium,5,5,4,336,1,4,49,Conditional
CASE00376,Constitutional Law,Constitutional Law,Writ-Mandamus,Uttar Pradesh,Meerut,Low,6,3,5,344,9,2,31.28,No
CASE00377,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Uttar Pradesh,Lucknow,Low,4,10,4,32,9,5,50.6,Conditional
CASE00378,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Bihar,Bhagalpur,Medium,6,9,4,80,3,4,33.44,No
CASE00379,Immigration & Passport Matters,Administrative Law,Licensing,Assam,Nagaon,Low,10,2,9,166,4,4,63,Yes
CASE00380,Criminal Appeals,Criminal Law,IPC-Cheating,Madhya Pradesh,Bhopal,Medium,1,9,7,149,1,3,28,No
CASE00381,Corporate & Commercial Law,Corporate Law,Oppression-Mismanagement,Madhya Pradesh,Bhopal,Medium,4,4,7,292,2,6,47,Conditional
CASE00382,Immigration & Passport Matters,Administrative Law,Service-Transfer,Madhya Pradesh,Jabalpur,Low,9,9,5,351,6,5,77,Yes
CASE00383,Family Disputes,Family Law,Inheritance-Intestate,West Bengal,Siliguri,Low,9,3,8,131,5,5,85,Yes
CASE00384,Civil Suits,Civil Law,Property-Title,Assam,Nagaon,High,4,3,5,154,6,3,45,Conditional
CASE00385,Banking & Debt Recovery,Corporate Law,Contract-Breach,Delhi,North Delhi,Medium,1,3,5,396,4,5,33.48,No
CASE00386,Criminal Appeals,Criminal Law,IPC-Cheating,Madhya Pradesh,Sagar,Medium,5,6,8,389,1,3,30,No
CASE00387,Medical Negligence,Civil Law,Torts-Medical Negligence,Assam,Dibrugarh,Low,2,3,4,363,5,6,68,Yes
CASE00388,Motor Accident Claims,Civil Law,Torts-Motor Accident,Uttar Pradesh,Meerut,High,6,7,6,157,7,5,48.76,Conditional
CASE00389,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Tamil Nadu,Chennai,Medium,9,1,5,346,6,2,35.02,No
CASE00390,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,West Bengal,Kolkata,Medium,4,6,5,380,3,4,38,No
CASE00391,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Haryana,Panipat,Medium,3,5,9,123,9,6,24,No
CASE00392,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Punjab,Jalandhar,Medium,2,7,6,242,2,6,38,No
CASE00393,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Delhi,New Delhi,Low,4,8,5,89,6,3,50.76,Conditional
CASE00394,Real Estate & RERA,Property Law,Lease-Residential,Karnataka,Hubli,High,9,5,7,228,9,2,46.8,Conditional
CASE00395,Medical Negligence,Civil Law,Services-Health,Bihar,Patna,Low,2,9,9,295,4,5,53.68,Conditional
CASE00396,Property Disputes,Property Law,Land-Boundary,Assam,Tinsukia,Medium,5,5,8,134,1,4,36,No
CASE00397,Criminal Appeals,Criminal Law,IPC-Cheating,Maharashtra,Amravati,Low,8,7,9,391,3,2,47.25,Conditional
CASE00398,Criminal Appeals,Criminal Law,IPC-Murder,Tamil Nadu,Chennai,Medium,4,1,3,39,7,5,41.2,Conditional
CASE00399,Labour & Employment Disputes,Labour Law,Termination-Wrongful,Delhi,Central Delhi,Low,8,6,9,277,7,4,73.44,Yes
